,avg_similarity,n_topics_resolved,rep,supervision,topic_coverage
157,0.0699572907746,27.0,8.0,0.1,0.766666666667
158,0.0726642168738,28.0,9.0,0.1,0.777777777778
159,0.0737987590542,32.0,10.0,0.1,0.877777777778
160,0.0639432606899,24.0,11.0,0.1,0.711111111111
161,0.0761453437986,33.0,12.0,0.1,0.766666666667
162,0.0663679659645,27.0,13.0,0.1,0.755555555556
163,0.060480778888,25.0,14.0,0.1,0.755555555556
164,0.0661823670724,29.0,15.0,0.1,0.733333333333
165,0.071005227117,30.0,16.0,0.1,0.8
166,0.0670842731982,29.0,17.0,0.1,0.777777777778
167,0.0687928095393,28.0,18.0,0.1,0.766666666667
168,0.0730628674888,34.0,19.0,0.1,0.8
169,0.0691801422656,29.0,20.0,0.1,0.788888888889
170,0.07181301714,29.0,21.0,0.1,0.777777777778
171,0.066856459791,29.0,22.0,0.1,0.755555555556
172,0.0777377506218,33.0,23.0,0.1,0.788888888889
173,0.0731010860435,32.0,24.0,0.1,0.777777777778
174,0.0679779904635,28.0,25.0,0.1,0.844444444444
175,0.064327119254,25.0,26.0,0.1,0.788888888889
176,0.0633614795524,24.0,27.0,0.1,0.777777777778
177,0.0705535930176,28.0,28.0,0.1,0.711111111111
178,0.0689589777129,27.0,29.0,0.1,0.788888888889
179,0.0742854651469,30.0,30.0,0.1,0.8
180,0.080296330355,34.0,1.0,0.15,0.766666666667
181,0.0807291174951,34.0,2.0,0.15,0.833333333333
182,0.0789647772051,31.0,3.0,0.15,0.822222222222
183,0.0771978372573,34.0,4.0,0.15,0.855555555556
184,0.0805012543156,33.0,5.0,0.15,0.833333333333
185,0.0851220834606,36.0,6.0,0.15,0.777777777778
186,0.0688252825284,27.0,7.0,0.15,0.822222222222
187,0.0796736600747,34.0,8.0,0.15,0.811111111111
188,0.086100222239,38.0,9.0,0.15,0.888888888889
189,0.0890207524863,38.0,10.0,0.15,0.877777777778
190,0.0832149844934,35.0,11.0,0.15,0.811111111111
191,0.0800709371468,33.0,12.0,0.15,0.822222222222
192,0.0757785483046,34.0,13.0,0.15,0.8
193,0.0788275777531,33.0,14.0,0.15,0.877777777778
194,0.0898395487269,36.0,15.0,0.15,0.766666666667
195,0.0803401336311,34.0,16.0,0.15,0.877777777778
196,0.0842305611164,32.0,17.0,0.15,0.844444444444
197,0.0805793586318,31.0,18.0,0.15,0.866666666667
198,0.0793490584245,38.0,19.0,0.15,0.844444444444
199,0.0828429032353,35.0,20.0,0.15,0.822222222222
200,0.0793124679669,33.0,21.0,0.15,0.855555555556
201,0.0779201376041,31.0,22.0,0.15,0.833333333333
202,0.0770809001836,35.0,23.0,0.15,0.877777777778
203,0.0772058596616,34.0,24.0,0.15,0.855555555556
204,0.070205362907,27.0,25.0,0.15,0.844444444444
205,0.0787778365315,31.0,26.0,0.15,0.855555555556
206,0.0746918198761,34.0,27.0,0.15,0.844444444444
207,0.0861737373531,35.0,28.0,0.15,0.811111111111
208,0.0783983199452,33.0,29.0,0.15,0.788888888889
209,0.0842372110137,34.0,30.0,0.15,0.8
210,0.0917601966448,36.0,1.0,0.2,0.9
211,0.0815374179771,32.0,2.0,0.2,0.888888888889
212,0.0918321493406,40.0,3.0,0.2,0.911111111111
213,0.0838010429097,36.0,4.0,0.2,0.8
214,0.0922864349689,38.0,5.0,0.2,0.911111111111
215,0.0848880683475,35.0,6.0,0.2,0.822222222222
216,0.0903191783789,38.0,7.0,0.2,0.944444444444
217,0.0817169351307,36.0,8.0,0.2,0.844444444444
218,0.081507231532,35.0,9.0,0.2,0.811111111111
219,0.0865809842066,39.0,10.0,0.2,0.844444444444
220,0.0863724151799,36.0,11.0,0.2,0.888888888889
221,0.0859764359042,37.0,12.0,0.2,0.877777777778
222,0.0876150086725,37.0,13.0,0.2,0.833333333333
223,0.0799520519498,33.0,14.0,0.2,0.855555555556
224,0.0838744419204,34.0,15.0,0.2,0.8
225,0.0861253114067,36.0,16.0,0.2,0.855555555556
226,0.082312531825,32.0,17.0,0.2,0.855555555556
227,0.0866436687242,33.0,18.0,0.2,0.855555555556
228,0.0884706942252,38.0,19.0,0.2,0.833333333333
229,0.0880963386675,35.0,20.0,0.2,0.866666666667
230,0.0891852042159,37.0,21.0,0.2,0.911111111111
231,0.0950826681985,40.0,22.0,0.2,0.888888888889
232,0.0771179059919,32.0,23.0,0.2,0.877777777778
233,0.0850896855487,38.0,24.0,0.2,0.844444444444
234,0.0909060310888,35.0,25.0,0.2,0.855555555556
235,0.0909814530498,40.0,26.0,0.2,0.855555555556
236,0.100028905737,40.0,27.0,0.2,0.866666666667
237,0.0712677566519,31.0,28.0,0.2,0.922222222222
238,0.0875280180937,36.0,29.0,0.2,0.933333333333
239,0.0890974934251,38.0,30.0,0.2,0.888888888889
240,0.0916149393124,40.0,1.0,0.3,0.888888888889
241,0.101906943288,42.0,2.0,0.3,0.911111111111
242,0.103356468777,41.0,3.0,0.3,0.9
243,0.093249734464,36.0,4.0,0.3,0.866666666667
244,0.101433298049,39.0,5.0,0.3,0.9
245,0.100518529347,40.0,6.0,0.3,0.944444444444
246,0.11034535793,41.0,7.0,0.3,0.955555555556
247,0.0861837430778,36.0,8.0,0.3,0.866666666667
248,0.103008616295,40.0,9.0,0.3,0.911111111111
249,0.0921490696809,39.0,10.0,0.3,0.888888888889
250,0.102348834885,40.0,11.0,0.3,0.9
251,0.0923324717528,39.0,12.0,0.3,0.9
252,0.099033760539,39.0,13.0,0.3,0.922222222222
253,0.106239758226,41.0,14.0,0.3,0.944444444444
254,0.0899884284629,37.0,15.0,0.3,0.977777777778
255,0.0998306943365,41.0,16.0,0.3,0.911111111111
256,0.104431030252,42.0,17.0,0.3,0.944444444444
257,0.102001410497,43.0,18.0,0.3,0.933333333333
258,0.102261912804,40.0,19.0,0.3,0.9
259,0.0917242520115,39.0,20.0,0.3,0.944444444444
260,0.105065337794,41.0,21.0,0.3,0.911111111111
261,0.0977951669354,40.0,22.0,0.3,0.9
262,0.0886703191067,39.0,23.0,0.3,0.855555555556
263,0.0905110812551,39.0,24.0,0.3,0.955555555556
264,0.0981057682436,40.0,25.0,0.3,0.966666666667
265,0.101344317202,41.0,26.0,0.3,0.888888888889
266,0.0927883805186,39.0,27.0,0.3,0.888888888889
267,0.103678382376,40.0,28.0,0.3,0.9
268,0.102461797198,41.0,29.0,0.3,0.911111111111
269,0.0984842317529,41.0,30.0,0.3,0.955555555556
270,0.0965972131944,42.0,1.0,0.4,0.933333333333
271,0.121439328836,46.0,2.0,0.4,0.933333333333
272,0.101514197767,40.0,3.0,0.4,0.977777777778
273,0.104486644507,41.0,4.0,0.4,0.966666666667
274,0.106301403128,40.0,5.0,0.4,0.955555555556
275,0.117434858115,44.0,6.0,0.4,0.977777777778
276,0.106480583321,41.0,7.0,0.4,0.955555555556
277,0.0954821901771,42.0,8.0,0.4,0.966666666667
278,0.0989721829076,44.0,9.0,0.4,0.944444444444
279,0.122623040595,46.0,10.0,0.4,0.955555555556
280,0.117454354109,45.0,11.0,0.4,0.944444444444
281,0.104761147363,41.0,12.0,0.4,0.955555555556
282,0.105155056779,44.0,13.0,0.4,0.955555555556
283,0.100403934116,43.0,14.0,0.4,0.944444444444
284,0.110839214666,47.0,15.0,0.4,0.922222222222
285,0.104716434467,45.0,16.0,0.4,0.955555555556
286,0.10360344323,47.0,17.0,0.4,0.977777777778
287,0.107663594516,44.0,18.0,0.4,0.955555555556
288,0.112328998087,44.0,19.0,0.4,0.922222222222
289,0.112467503078,40.0,20.0,0.4,0.933333333333
290,0.106766100623,41.0,21.0,0.4,0.922222222222
291,0.110886707467,44.0,22.0,0.4,0.922222222222
292,0.106795924549,47.0,23.0,0.4,0.977777777778
293,0.102132496296,42.0,24.0,0.4,0.944444444444
294,0.108666660912,43.0,25.0,0.4,0.944444444444
295,0.10707101671,45.0,26.0,0.4,0.944444444444
296,0.113642427106,44.0,27.0,0.4,0.955555555556
297,0.102089506054,45.0,28.0,0.4,0.911111111111
298,0.0997463737233,38.0,29.0,0.4,0.944444444444
299,0.100056051791,41.0,30.0,0.4,0.933333333333
300,0.122837109,48.0,1.0,0.5,1.0
301,0.119170020134,49.0,2.0,0.5,0.966666666667
302,0.103710238564,43.0,3.0,0.5,0.977777777778
303,0.113519572461,47.0,4.0,0.5,0.966666666667
304,0.119001993673,47.0,5.0,0.5,0.977777777778
305,0.115053254746,47.0,6.0,0.5,0.966666666667
306,0.107901896494,46.0,7.0,0.5,0.955555555556
307,0.106585366417,44.0,8.0,0.5,0.988888888889
308,0.110234921554,45.0,9.0,0.5,0.966666666667
309,0.114452014876,49.0,10.0,0.5,1.0
310,0.124367829027,47.0,11.0,0.5,0.955555555556
311,0.136119565657,51.0,12.0,0.5,0.977777777778
312,0.108274817155,44.0,13.0,0.5,0.977777777778
313,0.128826576519,48.0,14.0,0.5,0.955555555556
314,0.11763212139,47.0,15.0,0.5,0.922222222222
315,0.118773989509,46.0,16.0,0.5,0.977777777778
316,0.121904322014,48.0,17.0,0.5,0.955555555556
317,0.100874423378,40.0,18.0,0.5,0.977777777778
318,0.115836941255,44.0,19.0,0.5,0.988888888889
319,0.111788399952,47.0,20.0,0.5,0.955555555556
320,0.117642123451,45.0,21.0,0.5,0.977777777778
321,0.125429512156,47.0,22.0,0.5,0.977777777778
322,0.104762848787,44.0,23.0,0.5,0.955555555556
323,0.125485317389,47.0,24.0,0.5,0.977777777778
324,0.116788578693,47.0,25.0,0.5,0.988888888889
325,0.112257866871,45.0,26.0,0.5,0.988888888889
326,0.122856461494,48.0,27.0,0.5,0.988888888889
327,0.115931027101,47.0,28.0,0.5,0.966666666667
328,0.123184589071,44.0,29.0,0.5,0.966666666667
329,0.107640233333,46.0,30.0,0.5,0.977777777778
330,0.121927181841,49.0,1.0,0.6,0.966666666667
331,0.118373116134,48.0,2.0,0.6,1.0
332,0.121671904411,48.0,3.0,0.6,1.0
333,0.138156108619,49.0,4.0,0.6,0.977777777778
334,0.127951060372,49.0,5.0,0.6,1.0
335,0.128088604982,51.0,6.0,0.6,1.0
336,0.124095943579,47.0,7.0,0.6,0.988888888889
337,0.131388134363,46.0,8.0,0.6,0.977777777778
338,0.123596145028,49.0,9.0,0.6,0.988888888889
339,0.119749299862,47.0,10.0,0.6,0.988888888889
340,0.121658017574,45.0,11.0,0.6,0.988888888889
341,0.139438153413,48.0,12.0,0.6,0.988888888889
342,0.13068617996,47.0,13.0,0.6,0.977777777778
343,0.11899025867,48.0,14.0,0.6,0.977777777778
344,0.1184880366,49.0,15.0,0.6,1.0
345,0.119303110893,48.0,16.0,0.6,0.988888888889
346,0.123598723921,47.0,17.0,0.6,0.977777777778
347,0.110903126631,46.0,18.0,0.6,0.988888888889
348,0.129115720866,51.0,19.0,0.6,0.988888888889
349,0.112187974967,48.0,20.0,0.6,0.966666666667
350,0.119007330291,46.0,21.0,0.6,1.0
351,0.107383193543,46.0,22.0,0.6,0.977777777778
352,0.125138683678,51.0,23.0,0.6,0.988888888889
353,0.128853879929,52.0,24.0,0.6,0.988888888889
354,0.119833271137,46.0,25.0,0.6,0.988888888889
355,0.132391175053,49.0,26.0,0.6,0.988888888889
356,0.120423151536,47.0,27.0,0.6,1.0
357,0.121607905647,50.0,28.0,0.6,0.966666666667
358,0.127871727031,48.0,29.0,0.6,0.988888888889
359,0.123946981602,48.0,30.0,0.6,0.977777777778
360,0.130835218489,49.0,1.0,0.7,1.0
361,0.136221626152,51.0,2.0,0.7,1.0
362,0.129379876267,49.0,3.0,0.7,1.0
363,0.135134025945,52.0,4.0,0.7,0.988888888889
364,0.141816273672,51.0,5.0,0.7,0.966666666667
365,0.155593234201,57.0,6.0,0.7,1.0
366,0.145230389878,52.0,7.0,0.7,0.977777777778
367,0.128361914693,51.0,8.0,0.7,0.988888888889
368,0.137809684983,52.0,9.0,0.7,0.977777777778
369,0.131785587399,50.0,10.0,0.7,1.0
370,0.138720650596,51.0,11.0,0.7,0.988888888889
371,0.140421288418,51.0,12.0,0.7,0.988888888889
372,0.137123043534,52.0,13.0,0.7,1.0
373,0.144836458677,55.0,14.0,0.7,1.0
374,0.145370984662,54.0,15.0,0.7,0.977777777778
375,0.135252966793,52.0,16.0,0.7,0.988888888889
376,0.139839922842,50.0,17.0,0.7,1.0
377,0.147779659954,49.0,18.0,0.7,1.0
378,0.141642812755,56.0,19.0,0.7,0.966666666667
379,0.128440555628,52.0,20.0,0.7,0.977777777778
380,0.148186167426,55.0,21.0,0.7,0.988888888889
381,0.132913909399,47.0,22.0,0.7,1.0
382,0.141273247031,50.0,23.0,0.7,0.977777777778
383,0.14527872246,53.0,24.0,0.7,1.0
384,0.13950648075,53.0,25.0,0.7,0.988888888889
385,0.128376767833,51.0,26.0,0.7,0.977777777778
386,0.143524324763,54.0,27.0,0.7,1.0
387,0.129766089412,50.0,28.0,0.7,0.988888888889
388,0.131913570137,50.0,29.0,0.7,1.0
389,0.14974192271,54.0,30.0,0.7,0.988888888889
390,0.160297040372,59.0,1.0,0.8,0.988888888889
391,0.153730798547,62.0,2.0,0.8,0.988888888889
392,0.160087178795,58.0,3.0,0.8,1.0
393,0.147385648967,58.0,4.0,0.8,1.0
394,0.159431883514,61.0,5.0,0.8,1.0
395,0.155586983412,61.0,6.0,0.8,0.988888888889
396,0.154881033548,65.0,7.0,0.8,1.0
397,0.161017944227,63.0,8.0,0.8,1.0
398,0.149855380569,61.0,9.0,0.8,1.0
399,0.16143800429,65.0,10.0,0.8,1.0
400,0.152206102343,62.0,11.0,0.8,1.0
401,0.152726957361,63.0,12.0,0.8,1.0
402,0.164073971793,63.0,13.0,0.8,1.0
403,0.156092855987,60.0,14.0,0.8,1.0
404,0.15438649104,61.0,15.0,0.8,1.0
405,0.162805131119,63.0,16.0,0.8,1.0
406,0.15972227761,62.0,17.0,0.8,1.0
407,0.13715018644,56.0,18.0,0.8,0.988888888889
408,0.151195743147,59.0,19.0,0.8,1.0
409,0.145865250013,56.0,20.0,0.8,1.0
410,0.152119610685,61.0,21.0,0.8,0.988888888889
411,0.132860352404,54.0,22.0,0.8,1.0
412,0.158566884257,62.0,23.0,0.8,1.0
413,0.148080907326,60.0,24.0,0.8,1.0
414,0.152335884481,59.0,25.0,0.8,1.0
415,0.160884135293,58.0,26.0,0.8,1.0
416,0.154188682896,60.0,27.0,0.8,0.977777777778
417,0.158839177014,63.0,28.0,0.8,1.0
418,0.158240337764,61.0,29.0,0.8,1.0
419,0.157107950206,58.0,30.0,0.8,1.0
420,0.170990009835,70.0,1.0,0.9,1.0
421,0.209371074038,80.0,2.0,0.9,1.0
422,0.187536777633,71.0,3.0,0.9,0.988888888889
423,0.196219336617,74.0,4.0,0.9,1.0
424,0.179674030843,70.0,5.0,0.9,1.0
425,0.184727895429,75.0,6.0,0.9,1.0
426,0.185925762581,76.0,7.0,0.9,1.0
427,0.191028405235,72.0,8.0,0.9,1.0
428,0.200364428074,74.0,9.0,0.9,1.0
429,0.202420672665,75.0,10.0,0.9,1.0
430,0.197281960921,72.0,11.0,0.9,1.0
431,0.193774609865,73.0,12.0,0.9,1.0
432,0.204789700918,77.0,13.0,0.9,1.0
433,0.189364959473,78.0,14.0,0.9,1.0
434,0.196745413085,73.0,15.0,0.9,1.0
435,0.20214625896,76.0,16.0,0.9,0.977777777778
436,0.181790246278,72.0,17.0,0.9,1.0
437,0.187093423708,73.0,18.0,0.9,0.988888888889
438,0.170880444359,70.0,19.0,0.9,1.0
439,0.198905546571,76.0,20.0,0.9,1.0
440,0.178705610048,71.0,21.0,0.9,1.0
441,0.206390348496,76.0,22.0,0.9,1.0
442,0.191585611001,78.0,23.0,0.9,1.0
443,0.191903792486,72.0,24.0,0.9,1.0
444,0.190929966883,75.0,25.0,0.9,0.988888888889
445,0.200925851005,77.0,26.0,0.9,1.0
446,0.199570087721,79.0,27.0,0.9,1.0
447,0.167652018022,72.0,28.0,0.9,1.0
448,0.203189563662,79.0,29.0,0.9,1.0
449,0.203817328102,80.0,30.0,0.9,1.0
450,0.167341876556,70.0,1.0,0.95,1.0
451,0.170853355889,69.0,2.0,0.95,1.0
452,0.198208145495,73.0,3.0,0.95,1.0
453,0.194214044695,72.0,4.0,0.95,1.0
454,0.191267807117,73.0,5.0,0.95,1.0
455,0.17106842659,70.0,6.0,0.95,1.0
456,0.175058233295,71.0,7.0,0.95,1.0
457,0.194698547158,70.0,8.0,0.95,1.0
458,0.186193787276,70.0,9.0,0.95,0.988888888889
459,0.205299505051,73.0,10.0,0.95,1.0
460,0.170849390098,68.0,11.0,0.95,1.0
461,0.174424259574,68.0,12.0,0.95,1.0
462,0.18309524327,71.0,13.0,0.95,1.0
463,0.167235612484,70.0,14.0,0.95,1.0
464,0.205657987357,76.0,15.0,0.95,1.0
465,0.203102741276,72.0,16.0,0.95,1.0
466,0.19066624229,70.0,17.0,0.95,1.0
467,0.210412903077,74.0,18.0,0.95,1.0
468,0.172374708209,70.0,19.0,0.95,1.0
469,0.175127692255,69.0,20.0,0.95,1.0
470,0.20553321808,75.0,21.0,0.95,1.0
471,0.189324369252,69.0,22.0,0.95,1.0
472,0.200235188598,74.0,23.0,0.95,1.0
473,0.198125598274,71.0,24.0,0.95,1.0
474,0.202589279187,75.0,25.0,0.95,1.0
475,0.187263265511,73.0,26.0,0.95,1.0
476,0.186739031063,71.0,27.0,0.95,1.0
477,0.166451364712,66.0,28.0,0.95,1.0
478,0.168925942038,70.0,29.0,0.95,1.0
479,0.164487704989,68.0,30.0,0.95,1.0
